cantidad,eliminado,precio_compra,precio_venta,id,producto_id,nombre
19,false,1262.0,1800.0,115,87,UNIDAD
5,false,10250.0,14000.0,116,88,CAJA
6,false,10250.0,14000.0,117,89,CAJA
1,false,11500.0,23000.0,118,90,CAJA
3,false,3833.0,8000.0,119,90,BLISTER
1,false,10000.0,20000.0,120,91,CAJA
3,false,3330.0,7000.0,121,91,BGLISTER
1,false,20000.0,60000.0,122,92,CAJA
26,false,1000.0,2000.0,123,92,BLISTER
4,false,1250.0,2500.0,124,93,CAJA
1,false,7500.0,15000.0,125,94,CAJA 
2,false,1500.0,3000.0,126,94,BLISTER
1,false,14500.0,29200.0,127,95,CAJA
1,false,4900.0,9800.0,128,95,BLISTER
1,false,14500.0,29200.0,129,96,CAJA 
4,false,4900.0,9800.0,130,96,BLISTER 
1,false,35000.0,53000.0,131,97,CAJA
41,false,1000.0,2000.0,132,97,BLISTER
1,false,20000.0,30000.0,133,98,CAJA
1,false,2500.0,5000.0,134,98,BLISTER 
16,false,250.0,500.0,135,98,UNIDA
1,false,22000.0,43000.0,136,99,CAJA 
11,false,2200.0,8000.0,137,99,BLISTER
110,false,220.0,800.0,138,99,UNIDAD
1,false,9600.0,12000.0,139,100,CAJA
1,false,11000.0,14000.0,140,101,CAJA
1,false,20000.0,45000.0,141,102,CAJA
9,false,2000.0,5000.0,142,102,UNIDAD
1,false,17000.0,35000.0,143,103,CAJA
6,false,3500.0,7000.0,144,103,BLISTER
120,false,350.0,500.0,145,103,UNIDAD
1,false,16000.0,33500.0,146,104,CAJA
2,false,8000.0,16700.0,147,104,BLSITER
1,false,30000.0,39000.0,148,105,CAJA
4,false,10000.0,14000.0,149,105,BLISTER 
1,false,6000.0,12000.0,150,106,CAJA 
1,false,11000.0,14500.0,151,107,CAJA
2,false,10000.0,15000.0,152,108,CAJA
3,false,3500.0,7500.0,153,109,CAJA
1,false,24000.0,30000.0,154,110,FRASCO
1,false,3700.0,7500.0,155,111,CAJA
6,false,930.0,2000.0,156,111,BLISTER 
1,false,35000.0,52000.0,157,112,CAJA
5,false,6000.0,13000.0,158,112,FRASCO
2,false,3500.0,7900.0,159,113,CAJA
7,false,1100.0,2700.0,160,113,BLISTER 
1,false,3000.0,7000.0,161,114,CAJA
1,false,3500.0,8500.0,162,115,CAJA 
1,false,1750.0,2200.0,163,115,BLISTER
6,false,4000.0,12000.0,164,116,CAJA
4,false,4000.0,10000.0,165,117,CAJA
1,false,22000.0,45000.0,166,118,CAJA 
15,false,800.0,2000.0,167,118,BLISTER
1,false,40000.0,83000.0,168,119,CAJA
2,false,4000.0,9000.0,169,119,FRASCO
2,false,4500.0,9000.0,170,120,CAJA 
4,false,1500.0,3500.0,171,121,CAJA
4,false,1200.0,3000.0,172,122,CAJA
1,false,42000.0,85000.0,173,123,CAJA
8,false,4500.0,9000.0,174,123,BLISTER 
2,false,3000.0,7000.0,175,124,TARRO
80,false,450.0,1000.0,176,123,UNIDAD 
1,false,35000.0,65000.0,177,125,CAJA
6,false,3500.0,10000.0,178,125,BLISTER 
60,false,350.0,1000.0,179,125,UNIDAD
1,false,17500.0,59000.0,180,126,CAJA
1,false,3500.0,13000.0,181,126,BLISTER
6,false,350.0,1300.0,182,126,UNIDAD
3,false,4500.0,20000.0,183,127,CAJA
1,false,3500.0,6900.0,184,128,CAJA
4,false,350.0,700.0,185,128,UNIDAD 
2,false,18000.0,34000.0,186,129,CAJA 
6,false,6000.0,12000.0,187,129,BLISTER
49,false,750.0,1500.0,188,129,UNIDAD
2,false,11500.0,23000.0,189,130,CAJA
1,false,8000.0,16000.0,190,131,CAJA
1,false,4500.0,9000.0,191,132,CAJA
1,false,6500.0,14000.0,192,133,CAJA
1,false,7500.0,12000.0,193,134,CAJA
4,false,1500.0,3000.0,194,134,BLISTER
1,false,20000.0,30000.0,195,135,CAJA
3,false,4000.0,8000.0,196,135,BLISTER
34,false,400.0,800.0,197,135,UNIDAD
1,false,2000.0,4000.0,198,136,CAJA
1,false,1000.0,2000.0,199,136,BLISTER
1,false,45000.0,85000.0,200,137,CAJA
25,false,1500.0,5000.0,201,137,BLISTER
1,false,4000.0,10000.0,202,138,CAJA
3,false,4000.0,8500.0,203,139,CAJA
4,false,1600.0,3500.0,204,140,CAJA
2,false,4000.0,8000.0,205,141,CAJA
1,false,4000.0,9000.0,206,142,CAJA
2,false,4000.0,9000.0,207,143,CAJA 
1,false,100000.0,200000.0,208,144,CAJA
32,false,1000.0,3000.0,209,144,UNIDAD
1,false,12000.0,25000.0,210,145,CAJA
12,false,1200.0,2500.0,211,145,UNIDAD
2,false,15000.0,45000.0,212,147,CAJA
13,false,2500.0,8000.0,213,147,UNIDAD
2,false,25000.0,75000.0,214,148,CAJA
13,false,2500.0,10000.0,215,148,UNIDAD
1,false,25000.0,37000.0,216,149,CAJA
2,false,5000.0,8000.0,217,149,BLISTER
26,false,500.0,800.0,218,149,UNIDAD
1,false,25000.0,45000.0,219,150,CAJA
12,false,1000.0,2000.0,220,150,BLISTER
1,false,20000.0,38000.0,221,151,CAJA
15,false,1000.0,2000.0,222,151,BLISTER
1,false,15000.0,27000.0,223,152,CAJA
6,false,3000.0,6000.0,224,152,BLISTER
66,false,300.0,600.0,225,152,UNIDAD
1,false,30000.0,36000.0,226,153,CAJA
36,false,1200.0,1500.0,227,153,UNIDAD
1,false,25000.0,37500.0,228,154,CAJA
7,false,3000.0,6000.0,229,154,BLISTER
78,false,300.0,600.0,230,154,UNIDAD
1,false,3750.0,6700.0,231,155,CAJA
3,false,1250.0,2500.0,232,155,BLISTER
1,false,21200.0,26500.0,233,156,CAJA 
1,false,40000.0,75000.0,234,157,CAJA
6,false,4000.0,8000.0,235,157,UNIDAD
1,false,21000.0,27200.0,236,158,CAJA
2,false,1400.0,2000.0,237,158,UNIDAD
1,false,6000.0,12000.0,238,159,CAJA
3,false,3000.0,6000.0,239,159,BLISTER
1,false,6000.0,12000.0,240,160,CAJA
5,false,1200.0,2400.0,241,160,BLISTER
1,false,16819.0,38000.0,242,161,CAJA
1,false,8409.0,10000.0,243,161,BLISTER
14,false,840.0,2000.0,244,161,UNIDAD
1,false,5200.0,6500.0,245,162,CAJA
5,false,5000.0,10000.0,246,163,CAJA 
56,false,500.0,1000.0,247,163,UNIDAD
1,false,12000.0,24000.0,248,164,CAJA
2,false,6000.0,12000.0,249,164,BLISTER 
1,false,12000.0,24000.0,250,165,CAJA
1,false,6000.0,10000.0,251,165,BLISTER 
1,false,15450.0,30900.0,252,166,CAJA
4,false,5150.0,10500.0,253,166,BLISTER 
1,false,19500.0,39000.0,254,167,CAJA
2,false,6500.0,13000.0,255,167,BLISTER
23,false,650.0,1300.0,256,167,UNIDAD
6,false,3500.0,6000.0,257,168,PAQUETE
4,false,6315.0,9500.0,258,169,PAQUETE
8,false,747.0,1000.0,259,170,SOBRE
8,false,6000.0,12000.0,260,171,CAJA
21,false,2000.0,4000.0,261,171,BLISTER
3,false,2000.0,4000.0,262,172,CAJA
7,false,1000.0,2000.0,263,172,BLISTER
2,false,6500.0,13000.0,264,173,CAJA 
4,false,3250.0,6500.0,265,173,BLISTER 
1,false,25000.0,47000.0,266,174,CAJA
7,false,2500.0,5000.0,267,174,UNIDAD
2,false,2000.0,4000.0,268,175,CAJA 
4,false,4000.0,12000.0,269,176,CAJA
18,false,1333.0,2500.0,270,176,UNIDAD
1,false,30000.0,58000.0,271,177,CAJA
39,false,750.0,1500.0,272,177,BLISTER
1,false,29700.0,47000.0,273,178,CAJA
1,false,5940.0,10000.0,274,178,BLISTER
23,false,594.0,1000.0,275,178,UNIDAD
1,false,24000.0,45000.0,276,179,CAJA
49,false,800.0,1600.0,277,179,BLISTER 
3,false,2500.0,5000.0,278,180,CAJA
6,false,1250.0,2500.0,279,180,BLISTER
1,false,9650.0,19300.0,280,181,CAJA 
1,false,15000.0,29000.0,281,182,CAJA
1,false,5000.0,10000.0,282,182,BLISTER 
6,false,500.0,1200.0,283,182,UNIDAD
3,false,10700.0,16000.0,284,183,CAJA
10,false,2140.0,3300.0,285,183,BLISTER
100,false,214.0,400.0,286,183,UNIDAD
1,false,9000.0,17000.0,287,184,CAJA
4,false,1500.0,3000.0,288,184,BLISTER
1,false,2700.0,5400.0,289,185,CAJA
1,false,1350.0,2700.0,290,185,BLISTER
1,false,25000.0,75000.0,291,186,CAJA
8,false,2500.0,8000.0,292,186,UNIDAD
2,false,3000.0,6000.0,293,187,TUBO
1,false,3000.0,6000.0,294,188,TUBO
3,false,4000.0,7200.0,295,189,TUBO
1,false,4500.0,7500.0,296,190,TUBO
3,false,5000.0,10900.0,297,191,CAJA
1,false,5000.0,10900.0,298,192,CAJA
1,false,30000.0,60000.0,299,193,CAJA
1,false,15000.0,30000.0,300,193,BLISTER
1,false,27500.0,45000.0,301,194,CAJA
6,false,2750.0,5500.0,302,194,BLISTER
3,false,14000.0,38000.0,303,195,CAJA
43,false,1000.0,2800.0,304,195,UNIDAD
1,false,30000.0,58000.0,305,196,CAJA
51,false,1000.0,2000.0,306,196,BLISTER
1,false,35000.0,4000.0,307,197,CAJA
18,false,875.0,700.0,308,197,BLISTER
3,false,6000.0,13000.0,309,198,CAJA
9,false,3500.0,7000.0,310,199,CAJA
1,false,4500.0,8500.0,311,200,CAJA
3,false,1500.0,3000.0,312,200,BLISTER
39,false,150.0,300.0,313,200,UNIDAD
1,false,2000.0,4000.0,314,201,CAJA
2,false,1000.0,2000.0,315,201,BLISTER
2,false,1500.0,3000.0,316,202,CAJA
1,false,22000.0,46000.0,317,203,CAJA
5,false,2200.0,10000.0,318,203,UNIDAD
1,false,2600.0,5200.0,319,204,CAJA
1,false,20000.0,44000.0,320,205,CAJA
10,false,2000.0,4500.0,321,205,UNIDAD
1,false,7200.0,8000.0,322,206,CAJA
2,false,1800.0,2000.0,323,206,UNIDAD
3,false,3000.0,6000.0,324,207,SOBRE
1,false,40000.0,90000.0,325,208,CAJA
6,false,1000.0,3000.0,326,208,BLISTER
2,false,6000.0,12000.0,327,209,CAJA
1,false,6000.0,12500.0,328,210,CAJA
1,false,2000.0,4200.0,329,210,BLISTER
1,false,11000.0,21900.0,330,211,CAJA
3,false,3670.0,7400.0,331,211,BLISTER
1,false,3000.0,7500.0,332,212,CAJA
2,false,1500.0,4000.0,333,212,BLISTER
1,false,2500.0,5000.0,334,213,CAJA
1,false,1250.0,2500.0,335,213,BLISTER
1,false,22000.0,47000.0,336,214,CAJA
23,false,1100.0,2500.0,337,214,BLISTER
1,false,9500.0,19500.0,338,215,CAJA
1,false,10000.0,21900.0,339,216,CAJA 
2,false,5000.0,11000.0,340,216,BLISTER
28,false,360.0,900.0,341,216,UNIDAD
2,false,5000.0,12000.0,342,217,CAJA
1,false,6000.0,12000.0,343,218,CAJA
11,false,600.0,1200.0,344,218,UNIDAD
1,false,15000.0,25000.0,345,219,CAJA
12,false,1200.0,3000.0,346,219,BLISTER
3,false,6000.0,12000.0,347,220,CAJA
9,false,2000.0,4000.0,348,220,BLISTER
2,false,3000.0,6000.0,349,221,CAJA
4,false,1500.0,3000.0,350,221,BLISTER
60,false,100.0,200.0,351,221,UNIDAD
